1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220
195,1959,3.6185957,2.848124995,3.422047625,3.386364734,3.412319886,3.566024743,3.590867508,3.469412804,3.568245985,3.548497934,3.547010142,3.592917588,3.566832564,3.59281162,3.602687685,3.611617341,3.595749587,3.615533097,3.607946934,3.618089781,3.604382018,3.612083081,3.594512788,3.613903614,3.600277468,3.593240722,3.615595876,3.594493599,3.604773847,3.605236312,3.600814768,3.61768926,3.606921351,3.615127671,3.617726911,3.613173825,3.615887994,3.606619432,3.6185927,3.617051754,3.607159281,3.61659943,3.607026814,3.61637929,3.610978368,3.617622838,3.613240281,3.611490233,3.616793122,3.6142052,3.616623503,3.610498608,3.61489599,3.6175587,3.61477222,3.615128625,3.61406566,3.614249696,3.616417835,3.613118383,3.61706656,3.615372949,3.6181047,3.6184777,3.6185457,3.615235389,3.617988196,3.617676251,3.616626341,3.614320389,3.615779316,3.617857854,3.615143069,3.618093515,3.617751895,3.615298111,3.6185957,3.61824287,3.617178345,3.615680509,3.615727476,3.618162185,3.617280879,3.6182377,3.617511193,3.615751911,3.6163766,3.618291911,3.616830399,3.617927519,3.61842687,3.616894508,3.618416822,3.6182287,3.616683665,3.6178857,3.617634841,3.618336732,3.617837741,3.618034806,3.618093919,3.617993049,3.615757346,3.61825783,3.618253849,3.617529361,3.617398162,3.6182347,3.6184467,3.6185067,3.618324805,3.618368789,3.6182017,3.6185897,3.618435708,3.6184907,3.617349029,3.618503724,3.618489887,3.618430789,3.6184077,3.618519708,3.617859081,3.618490741,3.618464741,3.618105935,3.6185247,3.618512716,3.6185517,3.618257789,3.6184347,3.6185957,3.6185777,3.6185377,3.6185827,3.6185747,3.6184957,3.6185347,3.6185677,3.6184897,3.6184447,3.618482789,3.618465954,3.6184937,3.6185957,3.6185527,3.618526741,3.6185447,3.6185867,3.6185957,3.6185807,3.618399365,3.6185957,3.6185937,3.6185857,3.6185957,3.6185547,3.6185567,3.6185417,3.618261776,3.6185827,3.618470225,3.6185897,3.6185947,3.618564638,3.6185317,3.6185717,3.6185687,3.6185317,3.6185587,3.6185877,3.618575329,3.6185787,3.618446313,3.6185957,3.6185877,3.6185857,3.6185847,3.6185957,3.6185957,3.6185957,3.6185957,3.6185907,3.618590708,3.6185687,3.618585071,3.6185927,3.6185927,3.6185917,3.6185917,3.6185917,3.6185927,3.6185957,3.6185957,3.6185957,3.6185957,3.6185957,3.6185957,3.6185927,3.6185927,3.6185957,3.6185957,3.6185937,3.6185957,3.6185867,3.6185957,3.6185957,3.6185957,3.6185957,3.6185937,3.6185957,3.6185957,3.6185957,3.6185957,3.6185957,3.6185957,3.6185957,3.6185957
196,1960,3.7402833,2.952122702,3.527679734,3.498508974,3.518135317,3.676828158,3.709854934,3.58088919,3.687686091,3.66729465,3.666221937,3.710478964,3.685813575,3.713579284,3.723074706,3.730087176,3.716233382,3.736860779,3.727496231,3.739553397,3.726946626,3.73444673,3.71520852,3.735698547,3.720240287,3.713241417,3.737042606,3.715472142,3.725710666,3.726974212,3.724721938,3.739270884,3.728127245,3.735907555,3.739136616,3.733790822,3.737028268,3.727813748,3.7402803,3.738604468,3.727912036,3.738029981,3.726863398,3.737720109,3.731881422,3.739354486,3.734205052,3.732163889,3.738240746,3.735809914,3.738011176,3.731647485,3.736165687,3.7381553,3.73610685,3.736605225,3.73496265,3.735758251,3.738041622,3.734580461,3.738520192,3.736711573,3.7399033,3.7400943,3.7402353,3.737235119,3.739404835,3.739290941,3.738054965,3.736547738,3.737135981,3.739477462,3.736690226,3.739679614,3.739579495,3.736849472,3.7402833,3.739802519,3.738734467,3.737248026,3.737296951,3.739812747,3.738847091,3.7401263,3.73909858,3.737142535,3.737972682,3.739999487,3.738445369,3.739580242,3.740133477,3.738661268,3.740080478,3.7399303,3.738292542,3.7392923,3.739233731,3.740009341,3.739542349,3.739667397,3.739882535,3.739621689,3.737842703,3.739916422,3.739943293,3.739173045,3.739105754,3.7398843,3.7401573,3.7401923,3.740011422,3.740041397,3.7397313,3.7402473,3.740115341,3.7401493,3.739094638,3.740187332,3.740057487,3.740114397,3.7400573,3.7402093,3.739650519,3.74017034,3.740138332,3.739769543,3.7401713,3.740200316,3.7402343,3.739952381,3.7400483,3.7402833,3.7402613,3.7402193,3.7402773,3.7402613,3.7401653,3.7402343,3.7402393,3.7401903,3.7401033,3.740168381,3.740141575,3.7401743,3.7402833,3.7401713,3.740205357,3.7402223,3.7402733,3.7402833,3.7402653,3.740114479,3.7402833,3.7402713,3.7402693,3.7402833,3.7402363,3.7402383,3.7402303,3.739996171,3.7402503,3.740163664,3.7402753,3.7402743,3.740252405,3.7400883,3.7402603,3.7402673,3.7402223,3.7402403,3.7402733,3.740264243,3.7402683,3.740154848,3.7402833,3.7402733,3.7402723,3.7402713,3.7402833,3.7402833,3.7402833,3.7402833,3.7402783,3.740277308,3.7402593,3.740273357,3.7402793,3.7402803,3.7402783,3.7402773,3.7402793,3.7402803,3.7402833,3.7402833,3.7402833,3.7402833,3.7402833,3.7402833,3.7402803,3.7402803,3.7402833,3.7402833,3.7402803,3.7402833,3.7402733,3.7402833,3.7402833,3.7402833,3.7402833,3.7402803,3.7402833,3.7402833,3.7402833,3.7402833,3.7402833,3.7402833,3.7402833,3.7402833
197,1961,3.7973218,3.012013435,3.64695102,3.547997196,3.569472558,3.72014197,3.764411901,3.636673656,3.744374012,3.722045843,3.720527767,3.763376686,3.740761918,3.769450663,3.77951615,3.787357619,3.772620955,3.793378376,3.783908999,3.796347914,3.782691108,3.790225295,3.77146233,3.792589038,3.776628901,3.767971412,3.793902463,3.772022047,3.78211545,3.783368004,3.783162471,3.796191692,3.784784941,3.792664071,3.796043165,3.790109298,3.793951284,3.784462129,3.7973188,3.795668983,3.783967568,3.79494483,3.784003157,3.794644828,3.788636198,3.796200197,3.79024073,3.788669544,3.795144303,3.79235556,3.794943928,3.7879488,3.793249285,3.7945998,3.79294456,3.793375773,3.791765774,3.792655318,3.794844171,3.79144073,3.795394733,3.793682203,3.7967508,3.7969958,3.7972778,3.793950457,3.796486392,3.796292497,3.794965457,3.794000757,3.794113522,3.796402003,3.793619088,3.796696688,3.796066905,3.793780315,3.7973218,3.796873043,3.795697781,3.794191553,3.794242004,3.796840165,3.795816409,3.7968388,3.796079728,3.794161051,3.794938765,3.797041059,3.795426407,3.796590765,3.797197972,3.795940451,3.797055043,3.7969418,3.795268782,3.7965948,3.796221665,3.797037849,3.796614841,3.796684889,3.796741035,3.796667164,3.794774704,3.796937938,3.796975346,3.7961768,3.79619823,3.7969548,3.7971708,3.7972388,3.797020922,3.797085905,3.7966998,3.7972768,3.797120849,3.7971878,3.796309526,3.797228832,3.797100003,3.797162881,3.7971298,3.7972448,3.796678954,3.797187849,3.797168841,3.796604035,3.7971728,3.797222816,3.7972668,3.797023881,3.7970798,3.7973218,3.7972998,3.7972438,3.7973158,3.7972908,3.7972048,3.7972708,3.7972868,3.7972418,3.7971208,3.797210873,3.797173247,3.7972248,3.7973218,3.7971538,3.797240849,3.7972488,3.7973088,3.7973218,3.7972968,3.797145612,3.7973218,3.7972968,3.7973028,3.7973218,3.7972688,3.7972778,3.7972758,3.797022142,3.7972898,3.797219912,3.7973068,3.7973208,3.797290322,3.7972428,3.7972978,3.7972908,3.7972418,3.7972738,3.7973058,3.797296829,3.7973078,3.797187742,3.7973218,3.7973088,3.7973098,3.7973118,3.7973218,3.7973218,3.7973218,3.7973218,3.7973158,3.797315808,3.7972978,3.797308771,3.7973168,3.7973178,3.7973138,3.7973168,3.7973168,3.7973188,3.7973218,3.7973218,3.7973218,3.7973218,3.7973218,3.7973218,3.7973188,3.7973188,3.7973218,3.7973218,3.7973188,3.7973218,3.7973088,3.7973218,3.7973218,3.7973218,3.7973218,3.7973188,3.7973198,3.7973218,3.7973218,3.7973218,3.7973218,3.7973218,3.7973218,3.7973218
198,1962,3.8795717,3.065160744,3.75966392,3.617902253,3.638532234,3.799641452,3.843334035,3.717745418,3.823078586,3.800560407,3.798003321,3.839654946,3.820454021,3.850731636,3.862174398,3.869356519,3.853691936,3.874860568,3.864934296,3.877865903,3.863202745,3.87330126,3.852430206,3.873675263,3.856841922,3.848294141,3.87570576,3.85281998,3.862155544,3.864931928,3.864818395,3.878199762,3.866412958,3.874503166,3.878268057,3.87119632,3.87586813,3.866074699,3.8795667,3.878026664,3.865785614,3.877109681,3.86557809,3.876801824,3.870329074,3.878432235,3.871191784,3.8695035,3.877023211,3.874271622,3.876750762,3.869583257,3.8749892,3.8756747,3.875079558,3.875011828,3.872988812,3.874674069,3.877036249,3.873399335,3.877406754,3.875734257,3.878868838,3.8792857,3.8795197,3.875994535,3.878698372,3.878732471,3.87685347,3.87570856,3.876515397,3.878566935,3.875689543,3.878884812,3.877597878,3.875854523,3.8795717,3.879144935,3.877905147,3.8762863,3.87633923,3.879082098,3.878026891,3.8791377,3.878297263,3.876421951,3.877070404,3.879232968,3.877582392,3.878793649,3.879249886,3.878237377,3.87928596,3.8790337,3.87741695,3.8785117,3.878442764,3.879271757,3.878785757,3.878872797,3.878993919,3.878856082,3.876774493,3.87919483,3.879200512,3.878369934,3.878478113,3.8791807,3.8794117,3.8794707,3.879246838,3.879324805,3.8788997,3.8795477,3.879380765,3.8794217,3.878593891,3.879463749,3.879349903,3.879394773,3.8793627,3.8794927,3.878978919,3.879383765,3.879391749,3.879029895,3.8793737,3.879464716,3.8795177,3.879244805,3.8794177,3.8795717,3.8795477,3.8794877,3.8795657,3.8795357,3.8794367,3.8795027,3.8795347,3.8794817,3.8793867,3.879454765,3.879419258,3.879463716,3.8795717,3.8793917,3.879488765,3.8795067,3.8795547,3.8795717,3.8795477,3.879378211,3.8795717,3.8795487,3.8795457,3.8795717,3.8795007,3.8795027,3.8795087,3.879242617,3.8795337,3.879473279,3.8795537,3.8795687,3.879537973,3.8794827,3.8795427,3.8795397,3.8794997,3.8795287,3.8795587,3.8795487,3.8795487,3.879424479,3.8795717,3.8795437,3.8795587,3.8795527,3.8795717,3.8795717,3.8795717,3.8795717,3.8795647,3.879566708,3.8795517,3.8795597,3.8795667,3.8795677,3.8795607,3.8795647,3.8795667,3.8795687,3.8795717,3.8795717,3.8795717,3.8795707,3.8795717,3.8795717,3.8795687,3.8795687,3.8795607,3.8795717,3.8795687,3.8795717,3.8795627,3.8795717,3.8795717,3.8795717,3.8795717,3.8795687,3.8795687,3.8795717,3.8795707,3.8795717,3.8795717,3.8795717,3.8795717,3.8795717
199,1963,4.0382947,3.187851913,3.919430727,3.757667407,3.78024394,3.949638733,3.999361618,3.873615207,3.980731715,3.953559666,3.9470757,3.993383063,3.975249167,4.008347879,4.020201852,4.027021519,4.010747139,4.03254056,4.023133418,4.036400919,4.022262248,4.032082065,4.009187038,4.032115676,4.013418995,4.005392254,4.034171174,4.00945289,4.019338517,4.024639498,4.022969444,4.036776795,4.02418328,4.032419466,4.036704097,4.02933549,4.034036999,4.023820168,4.0382887,4.036815673,4.022948687,4.035733738,4.023198342,4.03495423,4.02821035,4.036836284,4.028913133,4.027195379,4.035808243,4.032499727,4.035163746,4.027787574,4.033017273,4.0336517,4.033297209,4.03356299,4.03036165,4.03304261,4.035562281,4.031675481,4.036056827,4.03421029,4.037367911,4.0378957,4.0366207,4.034624584,4.037310454,4.037215535,4.035504535,4.034739592,4.034960495,4.037135943,4.034133432,4.03750506,4.037937878,4.034308471,4.0382947,4.037804984,4.036440507,4.03477135,4.034828073,4.037764097,4.036576152,4.0379687,4.036876983,4.035172927,4.035612193,4.037953951,4.036161274,4.037469689,4.037980911,4.037011846,4.037962016,4.0378577,4.035983888,4.0374987,4.0370388,4.037963765,4.037575838,4.037603781,4.037640919,4.037516081,4.035615287,4.03787987,4.037874939,4.037005876,4.037117073,4.0378247,4.0381247,4.0381977,4.037971854,4.038025805,4.0377267,4.0382747,4.038100765,4.0381307,4.03735461,4.03817974,4.038059911,4.037987789,4.0380757,4.0382127,4.037668968,4.038101814,4.038064757,4.037841887,4.0381017,4.038182716,4.0382247,4.037938806,4.0381257,4.0382947,4.0382677,4.0381887,4.0382877,4.0382547,4.0381497,4.0382377,4.0382617,4.0381827,4.0381267,4.038176757,4.038125114,4.038168749,4.0382947,4.0381047,4.038226757,4.0382307,4.0382707,4.0382947,4.0382657,4.038109359,4.0382947,4.0382707,4.0382657,4.0382947,4.0382427,4.0381977,4.0382287,4.037979475,4.0382467,4.038200075,4.0382707,4.0382917,4.03825656,4.0381937,4.0382667,4.0382607,4.0382047,4.0382537,4.0382767,4.0382717,4.0382697,4.038153678,4.0382947,4.0382717,4.0382767,4.0382777,4.0382947,4.0382947,4.0382927,4.0382947,4.0382867,4.038290708,4.0382747,4.0382817,4.0382887,4.0382907,4.0382817,4.0382907,4.0382887,4.0382907,4.0382947,4.0382947,4.0382947,4.0382937,4.0382947,4.0382947,4.0382917,4.0382907,4.0382857,4.0382947,4.0382917,4.0382947,4.0382847,4.0382947,4.0382947,4.0382947,4.0382947,4.0382927,4.0382897,4.0382947,4.0382937,4.0382947,4.0382947,4.0382947,4.0382947,4.0382947
200,1964,4.1905879,3.302827212,4.071673128,3.892138293,3.926145355,4.092637274,4.152463851,4.02468561,4.125746816,4.100471023,4.096281655,4.142629091,4.124299559,4.157960712,4.170336774,4.177618719,4.160872898,4.18453027,4.175122104,4.188666184,4.173032275,4.184481387,4.159631618,4.183409144,4.164175071,4.156345672,4.185973495,4.162325348,4.170927139,4.175394111,4.175153944,4.188549067,4.175580829,4.183630682,4.188568411,4.180866779,4.186210454,4.175194274,4.1905829,4.189047768,4.17357339,4.188114108,4.174111898,4.186984844,4.179972061,4.18860463,4.178901747,4.178811992,4.187370695,4.184670065,4.187088222,4.179652894,4.184357636,4.1836789,4.184926369,4.185810295,4.182911669,4.18500256,4.187583692,4.183548554,4.188094108,4.186174603,4.189578119,4.1904069,4.1888769,4.186707971,4.189397597,4.189382922,4.1872438,4.186690792,4.187014768,4.189436135,4.1861641,4.189776052,4.189553095,4.186348658,4.1905849,4.190003216,4.188485897,4.186840828,4.186901121,4.189836403,4.188640874,4.1901519,4.188981341,4.187232127,4.187735002,4.190111233,4.188318986,4.189697873,4.190254135,4.189368176,4.190249241,4.1900299,4.188130364,4.1895969,4.189165023,4.190183973,4.189808046,4.189967981,4.189479208,4.189817362,4.187982714,4.190105103,4.190123194,4.189217226,4.189345346,4.1901379,4.1903799,4.1904949,4.190249038,4.190314981,4.1900379,4.1905359,4.190390981,4.190403932,4.18969407,4.190476949,4.190336127,4.190251997,4.1903059,4.1904959,4.190049152,4.190359038,4.190328965,4.190004103,4.1902919,4.190469924,4.1905149,4.190231022,4.1902879,4.1905879,4.1905469,4.190494908,4.1905809,4.1905409,4.1904229,4.1905039,4.1905489,4.1904519,4.1904109,4.190453981,4.190395767,4.190455949,4.1905879,4.1903969,4.190505965,4.1905149,4.1905559,4.1905879,4.1905519,4.190407694,4.1905879,4.1905579,4.1905529,4.1905879,4.1905389,4.1904559,4.190471932,4.190281407,4.1905399,4.190497932,4.1905619,4.1905849,4.190545679,4.1905049,4.1905509,4.1905549,4.1905019,4.1905329,4.1905699,4.1905779,4.1905609,4.190450785,4.1905879,4.1905629,4.1905649,4.1905649,4.1905879,4.1905879,4.1905859,4.1905879,4.1905799,4.190579916,4.1905679,4.1905749,4.1905819,4.1905829,4.1905719,4.1905819,4.1905809,4.1905829,4.1905879,4.1905879,4.1905879,4.1905859,4.1905879,4.1905799,4.1905849,4.1905839,4.1905709,4.1905879,4.1905849,4.1905879,4.1905749,4.1905879,4.1905879,4.1905879,4.1905879,4.1905849,4.1905829,4.1905879,4.1905859,4.1905879,4.1905879,4.1905879,4.1905879,4.1905879
201,1965,4.3402558,3.415530724,4.210703228,4.023665917,4.078219163,4.234777858,4.298247092,4.17046551,4.271501162,4.244654229,4.244155471,4.288528622,4.27284836,4.305283082,4.319740544,4.325594668,4.307271993,4.333438576,4.324881997,4.339105076,4.320872489,4.333523206,4.307416395,4.332790473,4.312853077,4.306890777,4.335385493,4.311508313,4.318793761,4.324206442,4.323681128,4.338225178,4.324335641,4.332720468,4.337968619,4.328186444,4.335662571,4.323925827,4.3402498,4.33845762,4.323543428,4.33499022,4.32318096,4.335616344,4.329846261,4.337048887,4.32762776,4.328166998,4.336666846,4.334017062,4.336444487,4.329600825,4.333350755,4.3305968,4.334430555,4.335412106,4.331978252,4.334330768,4.337094649,4.332788359,4.336727187,4.335782568,4.339566027,4.3399788,4.3385398,4.33651196,4.339253546,4.339094668,4.33699392,4.336272684,4.336520733,4.338945068,4.335564702,4.339403915,4.338839011,4.33575845,4.3402488,4.339635157,4.338091234,4.336280803,4.336344765,4.339584304,4.338252513,4.3399208,4.338602625,4.336928043,4.33722926,4.339834035,4.337848927,4.339351871,4.339932068,4.338834076,4.339868133,4.3397218,4.337648807,4.3391838,4.338791811,4.339843865,4.339511946,4.339530897,4.33944014,4.339583334,4.337918474,4.33971706,4.339648995,4.338801752,4.338750262,4.3397908,4.3399358,4.3401648,4.339838987,4.339941905,4.3396628,4.3401968,4.340050905,4.34002493,4.339188043,4.340079905,4.339794003,4.339971889,4.3399388,4.3401708,4.339582075,4.339980987,4.340042873,4.339709043,4.3398968,4.340105832,4.3401728,4.339874922,4.3399198,4.3402558,4.3402068,4.340145857,4.3402478,4.3402068,4.3400388,4.3401728,4.3402148,4.3401268,4.3399618,4.340084946,4.340058116,4.340103841,4.3402558,4.3400658,4.340172849,4.3401888,4.3402118,4.3402558,4.3402198,4.340094122,4.3402558,4.3402278,4.3402198,4.3402558,4.3401998,4.3401038,4.340161841,4.339980821,4.3402018,4.340160832,4.3402308,4.3402338,4.340200671,4.3401788,4.3402198,4.3402188,4.3401618,4.3402068,4.3402328,4.3402428,4.3402268,4.340132783,4.3402558,4.3402148,4.3402228,4.3402328,4.3402558,4.3402558,4.3402538,4.3402558,4.3402478,4.340248816,4.3402318,4.3402458,4.3402488,4.3402488,4.3402378,4.3402498,4.3402478,4.3402518,4.3402558,4.3402558,4.3402558,4.3402538,4.3402558,4.3402468,4.3402518,4.3402518,4.3402428,4.3402558,4.3402528,4.3402558,4.3402448,4.3402558,4.3402558,4.3402558,4.3402558,4.3402528,4.3402528,4.3402558,4.3402548,4.3402558,4.3402558,4.3402558,4.3402558,4.3402558
202,1966,4.5126968,3.541305108,4.370377226,4.178369234,4.253029226,4.398274006,4.469139934,4.344008299,4.441988729,4.41173162,4.417826501,4.454295528,4.443801879,4.477698196,4.490632234,4.495201341,4.479885855,4.504513876,4.49517179,4.510948076,4.491513117,4.506317173,4.478015935,4.504098066,4.484433287,4.479520183,4.507385231,4.484013191,4.489746288,4.495482644,4.497147128,4.510113438,4.495883608,4.505455493,4.510012741,4.499705557,4.508022743,4.495451213,4.5126898,4.51039853,4.495864671,4.505143284,4.492904944,4.507614758,4.501995764,4.509177903,4.499400947,4.499029111,4.507461773,4.506290087,4.508301576,4.502101868,4.504648536,4.5031108,4.506923907,4.507573308,4.504103569,4.506439545,4.509466698,4.50481071,4.50899009,4.507363811,4.512513232,4.5119798,4.5109848,4.508577024,4.511356481,4.511206749,4.509082976,4.508556684,4.508875765,4.511288076,4.507744752,4.511829902,4.511591035,4.507947039,4.5126888,4.512037214,4.510551232,4.508498922,4.50856647,4.511910327,4.510711699,4.5125198,4.511058753,4.509528035,4.509500452,4.512241108,4.510155024,4.511708008,4.512273092,4.511048076,4.512265214,4.5121638,4.509943656,4.5117518,4.511246112,4.512235873,4.511930954,4.511970889,4.511737189,4.511965336,4.510511154,4.512222019,4.512035926,4.511161222,4.511223319,4.5123038,4.5123588,4.5125628,4.512244963,4.512357905,4.5120008,4.5125928,4.512476914,4.51242593,4.511742043,4.512471914,4.512228011,4.512340954,4.512322857,4.5126028,4.512041092,4.512398995,4.512434889,4.512117051,4.5123988,4.512556832,4.5126038,4.51228893,4.5122848,4.5126968,4.5126448,4.512568865,4.5126898,4.5126328,4.5123978,4.5126218,4.5126658,4.5125838,4.5123748,4.51249693,4.512500912,4.512538857,4.5126968,4.5125008,4.512613841,4.5126128,4.5126478,4.5126968,4.5126478,4.512545614,4.5126968,4.5126688,4.5126558,4.5126968,4.5126238,4.5125298,4.512608849,4.512439665,4.5126448,4.512579849,4.512659816,4.5126418,4.512636758,4.5126148,4.5126588,4.5126588,4.5125908,4.5126418,4.5126638,4.5126848,4.5126738,4.512581766,4.5126968,4.5126018,4.5126588,4.5126748,4.5126968,4.5126968,4.5126948,4.5126968,4.5126878,4.5126908,4.5126738,4.5126838,4.5126888,4.5126898,4.5126788,4.5126888,4.5126898,4.5126918,4.5126968,4.5126968,4.5126968,4.5126938,4.5126968,4.5126878,4.5126918,4.5126928,4.5126758,4.5126968,4.5126938,4.5126968,4.5126848,4.5126968,4.5126968,4.5126968,4.5126968,4.5126938,4.5126938,4.5126968,4.5126948,4.5126968,4.5126968,4.5126968,4.5126968,4.5126968
203,1967,4.6196254,3.611629174,4.501660455,4.270035847,4.364104271,4.486080796,4.576017664,4.458037783,4.542759397,4.514048358,4.517967294,4.555725361,4.548930679,4.58311882,4.595060572,4.601098941,4.584378617,4.610042093,4.601590627,4.612669757,4.596046258,4.612927789,4.58336087,4.610488087,4.59050909,4.586518105,4.613629244,4.590323815,4.594508383,4.601755318,4.601679882,4.616309313,4.602044606,4.614262433,4.616861316,4.605326263,4.614664727,4.601592637,4.6193754,4.617324203,4.603585328,4.614610941,4.600812698,4.614302204,4.608731412,4.616125268,4.604585099,4.606244825,4.61335843,4.612887728,4.614655728,4.609052505,4.611823071,4.6126874,4.613793833,4.614374762,4.610750007,4.613082627,4.616243411,4.611379435,4.615933284,4.614356776,4.618791919,4.6145784,4.6178014,4.615150827,4.618369065,4.618149349,4.6159026,4.6153304,4.6159063,4.617973635,4.614451407,4.618705328,4.618360611,4.614658909,4.6195884,4.61891883,4.617456437,4.615235895,4.615306484,4.618783919,4.617620278,4.6193514,4.617970636,4.616527603,4.616283038,4.619197741,4.616967572,4.618652519,4.619354708,4.6181804,4.619239757,4.6190454,4.616746581,4.6187924,4.618160092,4.619109465,4.618638546,4.618821611,4.618570773,4.618888927,4.616933078,4.619084643,4.618828876,4.618019704,4.618293862,4.6192174,4.6192544,4.6195054,4.619162603,4.619253603,4.6188944,4.6193494,4.619386522,4.619386522,4.618318732,4.619332562,4.619434587,4.619309554,4.619145562,4.6195004,4.619000724,4.619275546,4.619330505,4.619114676,4.619161154,4.619492416,4.6195064,4.61923153,4.6192234,4.6196254,4.6195674,4.619511465,4.6196184,4.6195384,4.6192614,4.6194894,4.6195864,4.6194834,4.6192644,4.619404554,4.619427538,4.619395465,4.6196254,4.6194274,4.619554441,4.6195374,4.6195714,4.6196254,4.6195714,4.619439167,4.6196254,4.6195974,4.6195804,4.6196254,4.6195334,4.6194584,4.619528449,4.619308656,4.6195644,4.619525449,4.619589424,4.6195634,4.619553033,4.6195564,4.6195634,4.6195794,4.6195114,4.6195674,4.6195874,4.6196144,4.6195934,4.619483699,4.6196254,4.6194714,4.6196014,4.6195924,4.6196254,4.6196254,4.6196234,4.6196254,4.6196164,4.6196204,4.6196004,4.6196124,4.6196164,4.6196164,4.6196124,4.6196154,4.6196184,4.6196204,4.6196254,4.6196254,4.6196254,4.6196244,4.6196254,4.6196124,4.6196204,4.6196194,4.6196024,4.6196254,4.6196214,4.6196254,4.6196114,4.6196254,4.6196254,4.6196254,4.6196254,4.6196224,4.6196194,4.6196254,4.6196234,4.6196254,4.6196254,4.6196254,4.6196254,4.6196254
204,1968,4.7382028,3.693359445,4.610526587,4.378788672,4.469428015,4.584842386,4.69063154,4.572676516,4.655434967,4.629657268,4.633098805,4.670197298,4.662929598,4.700551666,4.712578556,4.715732941,4.701495131,4.728050742,4.71711345,4.73026636,4.711724297,4.730680254,4.700918918,4.728305014,4.707240587,4.703564432,4.731614205,4.705878134,4.710888553,4.719368407,4.720306493,4.733542411,4.720128202,4.731960271,4.73532883,4.722026768,4.732514539,4.719663509,4.7378638,4.735732757,4.72152889,4.732827341,4.717022115,4.732120301,4.726658821,4.736394433,4.721973676,4.723663314,4.731761506,4.730950411,4.73213763,4.72714102,4.72911943,4.7320828,4.731964836,4.732416163,4.728382569,4.731476377,4.734656852,4.729725309,4.734438016,4.73244033,4.736725424,4.7299838,4.7362718,4.733344293,4.736577814,4.736668895,4.734249025,4.73383066,4.734525643,4.736511214,4.732887377,4.73714776,4.737101035,4.733096941,4.7381588,4.737353279,4.735882649,4.733689985,4.733762509,4.737222359,4.736058213,4.7379018,4.73643313,4.734857011,4.734766447,4.737562157,4.735470272,4.737194799,4.73774714,4.736462173,4.737792327,4.737525881,4.735243108,4.7350268,4.736635591,4.737608881,4.737403995,4.737319043,4.737144254,4.737434399,4.735699272,4.737618995,4.737426456,4.736551973,4.736871368,4.737722051,4.7377668,4.7380858,4.737651979,4.73776006,4.7373648,4.7376678,4.737868946,4.737919946,4.736956173,4.737731995,4.7382028,4.73785897,4.73775197,4.7380648,4.737284124,4.737868905,4.737866914,4.737445116,4.737758554,4.738041824,4.7380658,4.737767913,4.7377008,4.7382028,4.7381338,4.738068865,4.7381948,4.7381568,4.7378068,4.7380288,4.7381608,4.7380288,4.7378398,4.73793497,4.737991178,4.737953873,4.7382028,4.7379988,4.738130849,4.7380798,4.7381388,4.7382028,4.7381498,4.738029626,4.7382028,4.7381748,4.7381568,4.7382028,4.7380828,4.737961857,4.738094857,4.737908267,4.7381488,4.738096864,4.738158824,4.7381268,4.738132265,4.7381038,4.7381608,4.7381528,4.7380548,4.7381418,4.7381608,4.7381878,4.7381688,4.738071035,4.7382028,4.7379328,4.7381698,4.7381748,4.7382028,4.7382028,4.7382008,4.7382028,4.7381928,4.738194808,4.7381528,4.7381878,4.7381928,4.7381928,4.7381858,4.7381918,4.7381948,4.7381968,4.7382028,4.7382028,4.7382028,4.7381988,4.7382028,4.7381898,4.7381978,4.7381968,4.7381858,4.7382028,4.7381988,4.7382028,4.7381918,4.7382028,4.7382028,4.7382028,4.7382028,4.7381988,4.7381938,4.7382028,4.7382008,4.7382028,4.7382028,4.7382028,4.7382028,4.7382028
